,name,rating,reviews,type,hq,old,employee
968,JTEKT,4.2,(601 Reviews),Public,Osaka + 17 more,17 years old,501-1k Employees (India)
969,Pramerica Life I...,4,(601 Reviews),Private,Gurgaon + 111 more,9 years old,1k-5k Employees (India)
970,Future Focus Inf...,3.5,(601 Reviews),Private,Chennai + 47 more,26 years old,1k-5k Employees (India)
971,Bank of India,3.9,(601 Reviews),Private,"Mumbai,Maharashtra + 138 more",117 years old,50k-1 Lakh Employees (India)
972,V5 Global Servic...,3.9,(601 Reviews),Private,"Delhi/NCR,Delhi + 116 more",18 years old,10k-50k Employees (India)
973,Fluor Daniel Ind...,4.1,(601 Reviews),Private,"Irving,Texas + 15 more",111 years old,501-1k Employees (India)
974,KIMS Hospital,4.1,(600 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 34 more",11 years old,501-1k Employees (India)
975,Sandvik Asia,4.4,(599 Reviews),Private,"Stockholm,Stockholm + 31 more",161 years old,10k-50k Employees (Global)
976,Pernod Ricard,3.8,(599 Reviews),Private,Paris + 84 more,48 years old,1k-5k Employees (India)
977,Reliance Capital,3.8,(599 Reviews),Public,"Navi Mumbai,Maharashtra + 81 more",18 years old,1k-5k Employees (India)
978,Metropolis Healt...,4,(599 Reviews),Private,"Mumbai,Maharashtra + 74 more",43 years old,1k-5k Employees (India)
979,Centum Electroni...,3.8,(598 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 9 more",29 years old,1k-5k Employees (India)
980,SNC-Lavalin,4.3,(598 Reviews),Public,"Montreal,Quebec + 46 more",112 years old,1k-5k Employees (India)
981,Greaves Cotton,4.1,(598 Reviews),Public,"Mumbai,Maharashtra + 32 more",164 years old,1k-5k Employees (India)
982,Aviva Life Insur...,3.9,(597 Reviews),JV,London + 88 more,327 years old,1k-5k Employees (India)
983,KEI Industries,4.1,(596 Reviews),Public,"Delhi/NCR,Delhi + 62 more",55 years old,5k-10k Employees (India)
984,Medplus(optival ...,3.6,(596 Reviews),Private,Hyderabad + 55 more,17 years old,501-1k Employees (India)
985,Brillio,3.5,(594 Reviews),Private,"Edison,New Jersey + 7 more",9 years old,1k-5k Employees (India)
986,Mswipe Technolog...,3.1,(593 Reviews),Private,"Mumbai,Maharashtra + 71 more",12 years old,1k-5k Employees (India)
987,Alok Industries,3.8,(592 Reviews),Public,"Mumbai,Maharashtra + 22 more",37 years old,1k-5k Employees (India)
988,Troikaa Pharmace...,3.9,(592 Reviews),Private,"Ahmedabad,Gujarat + 60 more",40 years old,1k-5k Employees (India)
989,Micromax Informa...,3.7,(591 Reviews),Private,"Gurgaon/Gurugram,Haryana + 109 more",23 years old,1k-5k Employees (India)
990,Acme Cleantech S...,3.9,(591 Reviews),Private,"Gurgaon/Gurugram,Haryana + 76 more",20 years old,1k-5k Employees (India)
991,Vedanta Aluminiu...,4,(591 Reviews),Private,"Jharsuguda,Odisha + 25 more",20 years old,1k-5k Employees (India)
992,Incedo,3.7,(591 Reviews),Private,"Iselin,New Jersey + 8 more",12 years old,1k-5k Employees (India)
993,CRB Tech Solutio...,4.3,(590 Reviews),Private,"Pune,Maharashtra + 5 more",22 years old,501-1k Employees (India)
994,Shriram General ...,3.7,(589 Reviews),Private,"Jaipur,Rajasthan + 141 more",15 years old,10k-50k Employees (India)
995,HFCL,4.1,(589 Reviews),Public,"Delhi/NCR,New Delhi + 77 more",36 years old,1k-5k Employees (India)
996,Visionary RCM In...,3.5,(589 Reviews),Private,"Chennai,Tamil Nadu + 10 more",17 years old,1k-5k Employees (India)
997,Amazon Logistics,4.3,(588 Reviews),Hyderabad/Secunderabad + 90 more,51-200 Employees (India),,
998,Samsung Engineer...,4.2,(587 Reviews),Private,"Suwon-Si,Gyeonggi-Do + 42 more",17 years old,1k-5k Employees (India)
999,HT Media,3.5,(587 Reviews),Public,"Delhi/NCR,Delhi + 34 more",99 years old,1k-5k Employees (India)
1000,Birla Corporatio...,4.2,(586 Reviews),Public,"Kolkata,India + 96 more",104 years old,1k-5k Employees (India)
1001,Fareportal,3.3,(586 Reviews),Private,"New York,New York + 7 more",21 years old,1k-5k Employees (India)
1002,Napino Auto & El...,4.1,(586 Reviews),Public,"Gurgaon/Gurugram,Haryana + 6 more",26 years old,1k-5k Employees (India)
1003,Duck Creek Techn...,4.6,(586 Reviews),LLP,"Boston,Massachusetts + 3 more",23 years old,501-1k Employees (India)
1004,Precision Techse...,3.9,(585 Reviews),Private,Chennai + 78 more,24 years old,1k-5k Employees (India)
1005,Uber,4.2,(585 Reviews),Public,"San Francisco,California + 39 more",14 years old,1k-5k Employees (India)
1006,Air India,4,(585 Reviews),Private,"Delhi/NCR,New Delhi + 43 more",93 years old,10k-50k Employees (India)
1007,GVPR Engineers,4.1,(584 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 51 more",26 years old,501-1k Employees (India)
1008,Happiest Minds T...,4.1,(584 Reviews),Public,"Bangalore,Karnataka + 11 more",12 years old,1k-5k Employees (India)
1009,CALIBEHR,3.8,(584 Reviews),Private,"Mumbai,Maharashtra + 96 more",44 years old,1k-5k Employees (India)
1010,Vertiv,3.9,(583 Reviews),Private,"Columbus,Ohio + 45 more",7 years old,51-200 Employees (Global)
1011,Parekh Integrate...,4.1,(583 Reviews),Private,"Mumbai,Maharashtra + 64 more",42 years old,1k-5k Employees (India)
1012,Air India Sats A...,4,(582 Reviews),Private,"Mumbai,Maharashtra + 22 more",13 years old,1k-5k Employees (India)
1013,Wheels,4.1,(582 Reviews),Public,"Chennai,Tamil Nadu + 26 more",61 years old,1k-5k Employees (India)
1014,Allianz Technolo...,4.5,(581 Reviews),"Munich,Bavaria + 9 more",133 years old,1k-5k Employees (India),
1015,Fusion Microfina...,4.1,(580 Reviews),Private,"Delhi,NCT + 161 more",13 years old,5k-10k Employees (India)
1016,B. G. Shirke Con...,4.1,(580 Reviews),Private,"Pune,Maharashtra + 22 more",79 years old,1k-5k Employees (India)
1017,Tata Steel BSL,4,(580 Reviews),Public,"Mumbai,Maharashtra + 26 more",36 years old,10k-50k Employees (India)
1018,Bechtel,4.2,(580 Reviews),Private,"Reston,Virginia + 20 more",125 years old,1k-5k Employees (India)
1019,Galfar,4.2,(579 Reviews),Private,Muscat + 29 more,51 years old,1k-5k Employees (India)
1020,Hikal,4,(579 Reviews),Private,"Mumbai,Maharashtra + 12 more",35 years old,1k-5k Employees (India)
1021,Everest Industri...,4.2,(578 Reviews),Public,"Noida,Uttar Pradesh + 60 more",89 years old,1k-5k Employees (India)
1022,United Breweries,3.8,(578 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 75 more",166 years old,1k-5k Employees (India)
1023,Godfrey Phillips...,4.2,(577 Reviews),Public,"Delhi/NCR,New Delhi + 72 more",90 years old,1k-5k Employees (India)
1024,Medha Servo Driv...,4.2,(577 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 36 more",39 years old,501-1k Employees (India)
1025,Qualcomm,4.1,(577 Reviews),Private,"San Diego,California + 13 more",27 years old,10k-50k Employees (India)
1026,Natco Pharma,3.9,(576 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 32 more",42 years old,1k-5k Employees (India)
1027,Samasta Microfin...,4.1,(576 Reviews),Public,"Bangalore,Karnataka + 183 more",15 years old,5k-10k Employees (India)
1028,Godrej Agrovet,4.1,(575 Reviews),Mumbai + 91 more,1k-5k Employees (India),,
1029,Patra Corporatio...,3.8,(575 Reviews),Private,"El Dorado Hills,California + 10 more",18 years old,1k-5k Employees (India)
1030,Mu Sigma,3.1,(573 Reviews),Private,"Northbrook,Illinois + 5 more",19 years old,1k-5k Employees (India)
1031,Softenger,4.2,(573 Reviews),Private,"Pune,Maharashtra + 22 more",24 years old,501-1k Employees (India)
1032,Telenor,4.5,(573 Reviews),Private,"Fornebu,Fornebu + 114 more",14 years old,501-1k Employees (India)
1033,Aristo Pharmaceu...,4.1,(572 Reviews),Private,"Mumbai,Maharashtra + 65 more",52 years old,1k-5k Employees (India)
1034,Samsung Electron...,4.2,(570 Reviews),Noida + 83 more,1 Lakh+ Employees (Global),,
1035,GlaxoSmithKline ...,4.5,(569 Reviews),Public,London + 88 more,23 years old,1k-5k Employees (India)
1036,Atlas Copco,4.3,(569 Reviews),Public,"Nacka Municipality,Stockholm + 44 more",150 years old,1k-5k Employees (India)
1037,Medlife,3.7,(568 Reviews),Private,"Bangalore,Karnataka + 28 more",9 years old,1k-5k Employees (India)
1038,DuPont,4.2,(567 Reviews),Private,"Wilmington,Delaware Valley + 46 more",221 years old,1k-5k Employees (India)
1039,PayPal,4.1,(567 Reviews),Private,"San Jose,California + 6 more",25 years old,1k-5k Employees (India)
1040,ICICI Prudential...,3.9,(567 Reviews),JV,New Delhi + 123 more,30 years old,1k-5k Employees (India)
1041,HPCL-Mittal Ener...,4.4,(566 Reviews),JV,"Noida,Uttar Pradesh + 19 more",16 years old,1k-5k Employees (India)
1042,Willis Towers Wa...,4,(565 Reviews),Private,London + 14 more,7 years old,1k-5k Employees (India)
1043,Star Cement,4,(565 Reviews),Public,"Kolkata,West Bengal + 45 more",22 years old,1k-5k Employees (India)
1044,VeeTechnologies,3.7,(565 Reviews),Private,New York + 16 more,23 years old,1k-5k Employees (India)
1045,Sri Chaitanya Sc...,4,(565 Reviews),Public,Hyderabad + 83 more,37 years old,11-50 Employees (India)
1046,Suzuki Motorcycl...,4.1,(563 Reviews),Private,Hamamatsu + 86 more,114 years old,1k-5k Employees (India)
1047,Gharda Chemicals,4.1,(562 Reviews),Private,"Mumbai,Maharashtra + 39 more",56 years old,1k-5k Employees (India)
1048,Indira IVF Hospi...,4,(562 Reviews),Private,"Udaipur,Rajasthan + 76 more",8 years old,1k-5k Employees (India)
1049,Knorr-Bremse,4.1,(561 Reviews),Private,Munich + 18 more,10 years old,501-1k Employees (India)
1050,National Health ...,3.7,(561 Reviews),Private,"Guwahati,Assam + 184 more",18 years old,10k-50k Employees (India)
1051,Varroc Polymers,3.9,(559 Reviews),Private,"Aurangabad,Maharashtra + 28 more",28 years old,201-500 Employees (India)
1052,DLF,4,(559 Reviews),Public,"Gurgaon/Gurugram,Haryana + 23 more",77 years old,1k-5k Employees (India)
1053,Amara Raja Group,4.1,(557 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 45 more",38 years old,10k-50k Employees (India)
1054,Greenko Group,3.8,(556 Reviews),Private,Hyderabad + 44 more,19 years old,1k-5k Employees (India)
1055,Rashmi Metaliks,3.6,(556 Reviews),Private,"Kolkata,West Bengal + 18 more",19 years old,10k-50k Employees (India)
1056,DAV Public Schoo...,4,(556 Reviews),Private,"Delhi/NCR,New Delhi + 122 more",137 years old,1 Lakh+ Employees (India)
1057,Renew Solar Powe...,4.3,(554 Reviews),Private,Gurgaon + 50 more,12 years old,1k-5k Employees (India)
1058,Aarvi Encon,3.9,(553 Reviews),Public,"Mumbai,Maharashtra + 68 more",36 years old,1k-5k Employees (India)
1059,General Mills,4.3,(552 Reviews),Private,"Minneapolis,Minnesota + 35 more",95 years old,1k-5k Employees (India)
1060,Page Industries,4.3,(551 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 58 more",29 years old,10k-50k Employees (India)
1061,Navayuga Enginee...,4.1,(551 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 54 more",124 years old,501-1k Employees (India)
1062,Federal Bank,3.9,(551 Reviews),Public,"Aluva,Kerala + 103 more",92 years old,10k-50k Employees (India)
1063,Carnival Cruise ...,4.5,(550 Reviews),Public,"Miami,Florida + 19 more",51 years old,1k-5k Employees (India)
1064,Bridge & Roof Co,3.6,(550 Reviews),Central Public Sector Enterprises (CPSE),"Kolkata,West Bengal + 56 more",103 years old,1k-5k Employees (India)
1065,Orchids Internat...,3,(549 Reviews),Private,"Nasik/Nashik,Maharashtra + 22 more",19 years old,1k-5k Employees (India)
1066,Medusind Solutio...,3.9,(548 Reviews),Private,"Mumbai,Maharashtra + 6 more",21 years old,1k-5k Employees (India)
1067,Timken,4,(547 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 31 more",25 years old,1k-5k Employees (India)
1068,Prodapt,3.9,(547 Reviews),Private,"Chennai,Tamil Nadu + 9 more",24 years old,1k-5k Employees (India)
1069,Hindustan Sanita...,4.1,(546 Reviews),Public,"Gurgaon/Gurugram,Haryana + 53 more",63 years old,1k-5k Employees (India)
1070,Kohler,3.9,(545 Reviews),Private,"Kohler,Wisconsin + 32 more",150 years old,1k-5k Employees (India)
1071,Artech Infosyste...,3.6,(545 Reviews),Private,"Morristown,New Jersey + 17 more",31 years old,1k-5k Employees (India)
1072,ICA Edu Skills,3.7,(544 Reviews),Private,"Kolkata,West Bengal + 105 more",24 years old,1k-5k Employees (India)
1073,Genpact Headstro...,3.8,(544 Reviews),Private,"New Delhi,New Delhi + 14 more",25 years old,1k-5k Employees (India)
1074,Lakshmi Machine ...,4,(543 Reviews),Public,"Coimbatore,Tamil Nadu + 17 more",61 years old,1k-5k Employees (India)
1075,Musashi Auto Par...,3.9,(543 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",85 years old,1k-5k Employees (India)
1076,Otis Elevator,4.1,(542 Reviews),Private,"Farmington,Connecticut + 52 more",170 years old,1k-5k Employees (India)
1077,Kotak Mahindra P...,4,(542 Reviews),Public,"Mumbai,Maharashtra + 92 more",27 years old,10k-50k Employees (India)
1078,Sanden Vikas,3.8,(542 Reviews),Private,"Faridabad,Haryana + 18 more",41 years old,1k-5k Employees (India)
1079,Sanden Vikas,3.8,(542 Reviews),Private,"Faridabad,Haryana + 18 more",41 years old,1k-5k Employees (India)
1080,Allscripts,4.2,(542 Reviews),Private,"Chicago,Illinois + 4 more",41 years old,1k-5k Employees (India)
1081,FOCUS EDUMATICS,3,(542 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",24 years old,5k-10k Employees (India)
1082,Leadec India,3.9,(541 Reviews),Private,Stuttgart + 40 more,61 years old,1k-5k Employees (India)
1083,Test Yantra Soft...,3.5,(540 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 12 more",16 years old,1k-5k Employees (India)
1084,Michelin,4,(539 Reviews),Private,Clermont-Ferrand + 37 more,14 years old,1k-5k Employees (India)
1085,OCS Group,3.9,(539 Reviews),Private,"Mumbai,Maharashtra + 40 more",27 years old,10k-50k Employees (India)
1086,Amazon Services,4.3,(539 Reviews),Hyderabad/Secunderabad + 38 more,,,
1087,GirnarSoft,3.8,(538 Reviews),Private,"Jaipur,Rajasthan + 38 more",16 years old,1k-5k Employees (India)
1088,Ageas Federal Li...,3.6,(538 Reviews),Private,"Mumbai,Maharashtra + 104 more",15 years old,501-1k Employees (India)
1089,Aspire Systems,4,(538 Reviews),Private,Oak Brook + 11 more,27 years old,1k-5k Employees (India)
1090,Grant Thornton,3.7,(538 Reviews),Private,"Chicago,Illinois + 36 more",99 years old,5k-10k Employees (India)
1091,Rupeek,3.7,(538 Reviews),Private,"Bangalore,Karnataka + 52 more",8 years old,1k-5k Employees (India)
1092,Ugam Solution,3.6,(537 Reviews),Private,"Mumbai,Maharashtra + 11 more",23 years old,1k-5k Employees (India)
1093,Aparna Construct...,4.1,(536 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",27 years old,1k-5k Employees (India)
1094,Defence Research...,4.5,(535 Reviews),Private,"Delhi/NCR,New Delhi + 35 more",65 years old,10k-50k Employees (India)
1095,Steag Energy Ser...,4.1,(534 Reviews),Private,"Essen,Essen + 29 more",23 years old,1k-5k Employees (India)
1096,Indiabulls Ventu...,3.5,(534 Reviews),Public,"Mumbai,Maharashtra + 72 more",28 years old,1k-5k Employees (India)
1097,SFO Technologies,3.6,(534 Reviews),Private,"Kochi/Cochin,Kerala + 10 more",33 years old,1k-5k Employees (India)
1098,IDFC FIRST Bhara...,4.2,(533 Reviews),Tiruchirappalli + 186 more,7 years old,5k-10k Employees (India),
1099,Kurlon,4.4,(530 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 77 more",61 years old,1k-5k Employees (India)
1100,More Supermarket...,3.9,(530 Reviews),Mumbai + 93 more,16 years old,10k-50k Employees (India),
1101,NetAmbit,3.4,(529 Reviews),Private,"Noida,Uttar Pradesh + 66 more",23 years old,501-1k Employees (India)
1102,Webhelp,3.9,(529 Reviews),Private,Paris + 9 more,23 years old,1k-5k Employees (India)
1103,L&T Power,3.9,(527 Reviews),Public,"Mumbai,Maharashtra + 78 more",17 years old,1k-5k Employees (India)
1104,Skill Lync,3.2,(527 Reviews),"Palo Alto,California + 9 more",8 years old,201-500 Employees (India),
1105,ICCS,3.2,(527 Reviews),Private,"Delhi/NCR,Delhi + 17 more",18 years old,501-1k Employees (India)
1106,Athena BPO,3.3,(526 Reviews),Private,"Mumbai,Maharashtra + 21 more",4 years old,201-500 Employees (India)
1107,Eveready Industr...,4.1,(526 Reviews),Public,"Kolkata,West Bengal + 56 more",89 years old,1k-5k Employees (India)
1108,Temenos,3.3,(526 Reviews),Private,"Geneva,Switzerland + 6 more",30 years old,1k-5k Employees (India)
1109,Tata Starbucks,4.4,(526 Reviews),JV,Seattle + 29 more,52 years old,1k-5k Employees (India)
1110,J B Chemicals An...,3.9,(526 Reviews),Public,"Mumbai,Maharashtra + 56 more",47 years old,1k-5k Employees (India)
1111,The Lalit,4,(526 Reviews),Private,New Delhi + 27 more,42 years old,1k-5k Employees (India)
1112,Crowne Plaza,4.1,(525 Reviews),Public,"Atlanta,Georgia + 27 more",40 years old,501-1k Employees (India)
1113,Flash Electronic...,3.5,(525 Reviews),Private,"Pune,Maharashtra + 15 more",34 years old,1k-5k Employees (India)
1114,Kalpataru Group,3.8,(524 Reviews),Private,"Mumbai,Maharashtra + 47 more",54 years old,1k-5k Employees (India)
1115,OLX,4,(524 Reviews),Private,"Gurgaon,Haryana + 40 more",17 years old,1k-5k Employees (India)
1116,LEAD School,3.3,(524 Reviews),"Mumbai,Maharashtra + 58 more",10 years old,1k-5k Employees (India),
1117,Velocis Systems,4,(523 Reviews),Private,"Noida,Uttar Pradesh + 37 more",28 years old,1k-5k Employees (India)
1118,Schlumberger,4.3,(523 Reviews),Private,"Houston,Texas + 26 more",97 years old,5k-10k Employees (India)
1119,Bharti Infratel,4.5,(523 Reviews),Public,"Gurgaon/Gurugram,Haryana + 63 more",17 years old,1k-5k Employees (India)
1120,Cult.fit,3.7,(522 Reviews),Private,"Bangalore,Karnataka + 30 more",7 years old,1k-5k Employees (India)
1121,Reliance Power,4.2,(522 Reviews),Public,"Navi Mumbai,Maharashtra + 27 more",28 years old,1k-5k Employees (India)
1122,Volvo,4.3,(520 Reviews),Private,"Gothenburg,Gothenburg + 33 more",25 years old,1k-5k Employees (India)
1123,Royal Sundaram G...,4,(520 Reviews),JV,"Chennai,Tamil Nadu + 83 more",22 years old,1k-5k Employees (India)
1124,T-SYSTEMS ICT IN...,4,(519 Reviews),Public,Frankfurt + 7 more,7 years old,1k-5k Employees (India)
1125,Arohan Financial...,3.9,(517 Reviews),Private,"Kolkata,West Bengal + 125 more",17 years old,5k-10k Employees (India)
1126,Collins Aerospa...,4,(517 Reviews),Private,"Charlotte,North Carolina + 4 more",5 years old,1k-5k Employees (India)
1127,Lumen Technologi...,3.9,(517 Reviews),"Monroe,Louisiana + 11 more",93 years old,1k-5k Employees (India),
1128,Lowe's,4.3,(516 Reviews),Private,Mooresville + 4 more,77 years old,1k-5k Employees (India)
1129,Magna Infotech,3.3,(516 Reviews),Private,Bangalore + 37 more,26 years old,1k-5k Employees (India)
1130,Pacific BPO,3.7,(516 Reviews),Private,"Noida,Uttar Pradesh + 9 more",13 years old,1k-5k Employees (India)
1131,Trimax IT Infras...,3.4,(516 Reviews),Private,"Mumbai,Maharashtra + 65 more",28 years old,1k-5k Employees (India)
1132,Hitachi Payment ...,3.9,(516 Reviews),Private,"Mumbai,Maharashtra + 30 more",15 years old,1k-5k Employees (India)
1133,Ivrcl Infrastruc...,4.3,(516 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 50 more",36 years old,1k-5k Employees (India)
1134,Tanishq,4.2,(515 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 126 more",29 years old,1 Lakh+ Employees (India)
1135,Shilpa Medicare,3.6,(515 Reviews),Public,"Raichur,Karnataka + 23 more",36 years old,1k-5k Employees (India)
1136,Investors Clinic,3.9,(515 Reviews),"Noida,Uttar Pradesh + 21 more",14 years old,1k-5k Employees (India),
1137,Aditya Birla Fin...,3.9,(514 Reviews),Private,"Mumbai,Maharashtra + 91 more",11 years old,10k-50k Employees (India)
1138,Knight Frank,4.2,(514 Reviews),Private,London + 36 more,127 years old,501-1k Employees (India)
1139,Nityo Infotech,3.3,(513 Reviews),Private,Plainsboro New Jersey + 25 more,17 years old,501-1k Employees (India)
1140,bnp paribas indi...,4,(513 Reviews),Paris + 7 more,175 years old,10k-50k Employees (India),
1141,ValueMomentum,3.5,(512 Reviews),Private,"Piscataway,New Jersey + 5 more",23 years old,1k-5k Employees (India)
1142,Asirvad Microfin...,3.9,(511 Reviews),Private,"Chennai,Tamil Nadu + 155 more",16 years old,5k-10k Employees (India)
1143,Pristyn Care,3.6,(511 Reviews),Private,"Delhi,NCT + 21 more",5 years old,1k-5k Employees (India)
1144,Transsion,4.3,(510 Reviews),Public,Shenzhen + 53 more,17 years old,501-1k Employees (India)
1145,H.G. Infra Engin...,4.3,(510 Reviews),Public,"Jaipur,Rajasthan + 55 more",20 years old,1k-5k Employees (India)
1146,Netscribes,3,(509 Reviews),Private,"New York,New York + 4 more",23 years old,1k-5k Employees (India)
1147,Westside,4.1,(509 Reviews),Private,Mumbai + 79 more,25 years old,5k-10k Employees (India)
1148,Signify,3.8,(509 Reviews),Amsterdam + 59 more,93 years old,1k-5k Employees (India),
1149,NetCracker,3.2,(508 Reviews),Private,Waltham + 6 more,30 years old,5k-10k Employees (India)
1150,Samsung Research,3.4,(508 Reviews),Private,Seocho-gu + 7 more,54 years old,1k-5k Employees (India)
1151,IMPACT Infotech,3.6,(507 Reviews),Private,"Pune,Maharashtra + 48 more",29 years old,501-1k Employees (India)
1152,Hitachi Systems ...,3.9,(507 Reviews),Private,"Chiyoda City,Tokyo + 66 more",32 years old,1k-5k Employees (India)
1153,NBC Bearings,4,(507 Reviews),Public,"Jaipur,Rajasthan + 22 more",77 years old,1-10 Employees (India)
1154,Electrosteel Ste...,4.2,(506 Reviews),Public,Jharkhand + 14 more,17 years old,501-1k Employees (India)
1155,Tata Consumer Pr...,3.9,(505 Reviews),Public,"Mumbai,Maharashtra + 110 more",61 years old,1k-5k Employees (India)
1156,ACTE,4.8,(505 Reviews),"Chennai,Tamil Nadu + 9 more",12 years old,1-10 Employees (India),
1157,First Advantage,3.8,(504 Reviews),Private,"Atlanta,Georgia + 11 more",20 years old,1k-5k Employees (India)
1158,Zoho,4.3,(504 Reviews),Private,Chennai + 17 more,27 years old,10k-50k Employees (India)
1159,Kutumbh Care,4,(503 Reviews),Private,"Noida,Uttar Pradesh + 131 more",16 years old,5k-10k Employees (India)
1160,Redington,4,(502 Reviews),Public,"Dubai,Dubai + 44 more",24 years old,1k-5k Employees (India)
1161,Acuity Knowledge...,3.7,(502 Reviews),London + 7 more,21 years old,1k-5k Employees (India),
1162,SBFC Finance,3.8,(502 Reviews),Private,"Mumbai,Maharashtra + 126 more",6 years old,501-1k Employees (India)
1163,GE Healthcare,4.2,(501 Reviews),Private,Chicago + 24 more,29 years old,1k-5k Employees (India)
1164,Jaya Hind Indust...,3.7,(501 Reviews),Public,"Pune,Maharashtra + 15 more",76 years old,1k-5k Employees (India)
1165,Denave,4,(501 Reviews),Private,"Noida,Uttar Pradesh + 50 more",24 years old,501-1k Employees (India)
1166,Chennai Radha En...,3.9,(500 Reviews),Private,"Chennai,Tamil Nadu + 33 more",18 years old,5k-10k Employees (India)
1167,Capri Global Cap...,4,(500 Reviews),Public,"Mumbai,Maharashtra + 132 more",26 years old,1k-5k Employees (India)
1168,Stanza Living,2.9,(500 Reviews),Private,"Delhi,NCT + 22 more",6 years old,501-1k Employees (India)
1169,Rallis India,4.3,(499 Reviews),Public,"Mumbai,Maharashtra + 76 more",75 years old,1k-5k Employees (India)
1170,Apollo Munich He...,3.9,(499 Reviews),Public,Gurgaon + 108 more,16 years old,1k-5k Employees (India)
1171,EMERSON PROCESS ...,3.9,(499 Reviews),Public,"St. Louis,Missouri + 25 more",133 years old,1k-5k Employees (India)
1172,Caparo Engineeri...,3.8,(499 Reviews),"Gurgaon/Gurugram,Haryana + 32 more",55 years old,51-200 Employees (India),
1173,Lumina Datamatic...,3.6,(499 Reviews),Private,"Mumbai,Maharashtra + 10 more",48 years old,1k-5k Employees (India)
1174,Primus Global Te...,4.3,(498 Reviews),Private,"Irving,Texas + 22 more",21 years old,11-50 Employees (India)
1175,AuthBridge Resea...,3.5,(497 Reviews),Private,"Gurgaon,Haryana + 11 more",18 years old,501-1k Employees (India)
1176,Ingram Micro,4,(497 Reviews),Private,"Irvine,California + 39 more",44 years old,1k-5k Employees (India)
1177,Allianz,4.3,(497 Reviews),Private,Munich + 13 more,133 years old,10k-50k Employees (India)
1178,Advik Hi Tech,3.7,(497 Reviews),Private,"Pune,Maharashtra + 16 more",23 years old,1k-5k Employees (India)
1179,Quest Retail,4.3,(495 Reviews),Private,"Gurgaon/Gurugram,Haryana + 58 more",18 years old,501-1k Employees (India)
1180,CNH Industrial,4.2,(495 Reviews),Public,London + 44 more,10 years old,1k-5k Employees (India)
1181,RAMTeCH Software...,3.8,(495 Reviews),Private,"Noida,Uttar Pradesh + 26 more",31 years old,1k-5k Employees (India)
1182,Eris Lifescience...,3.9,(494 Reviews),Public,"Ahmedabad,Gujarat + 67 more",16 years old,1k-5k Employees (India)
1183,Ebix Software In...,3.4,(494 Reviews),Public,"Atlanta,Georgia + 28 more",47 years old,1k-5k Employees (India)
1184,Ukb Electronics,4.4,(494 Reviews),Private,"Noida,Uttar Pradesh + 12 more",27 years old,1k-5k Employees (India)
1185,NoBrokerHOOD,3.5,(494 Reviews),Bengaluru/Bangalore + 22 more,501-1k Employees (India),,
1186,Jain Irrigation ...,4,(493 Reviews),Public,"Jalgaon,Maharashtra + 73 more",60 years old,51-200 Employees (India)
1187,AVEVA,4.3,(493 Reviews),Private,"Cambridge,Cambridgeshire + 8 more",56 years old,1k-5k Employees (India)
1188,Bitwise Solution...,4.4,(493 Reviews),Private,"Schaumburg,Chicago + 1 more",27 years old,501-1k Employees (India)
1189,Xebia,3.8,(493 Reviews),Private,"Hilversum,Hilversum + 10 more",22 years old,1k-5k Employees (India)
1190,Zydus Wellness,3.1,(493 Reviews),Public,Ahmedabad + 67 more,35 years old,1k-5k Employees (India)
1191,Deepak Fertilis...,3.8,(493 Reviews),Public,"Pune,Maharashtra + 36 more",44 years old,1k-5k Employees (India)
1192,Finolex Cables,3.8,(492 Reviews),Public,Pune + 57 more,67 years old,5k-10k Employees (India)
1193,CreditAccess Gra...,4.2,(492 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 145 more",24 years old,10k-50k Employees (India)
1194,Svatantra Microf...,4.4,(491 Reviews),Private,"Mumbai,Maharashtra + 183 more",11 years old,1k-5k Employees (India)
1195,City Union Bank,3.4,(491 Reviews),Public,"Thanjavur,Tamil Nadu + 98 more",119 years old,1k-5k Employees (India)
1196,HSBC Bank,4.4,(491 Reviews),Hyderabad/Secunderabad + 27 more,,,
1197,Engineers India,4.3,(490 Reviews),Public,"Delhi/NCR,New Delhi + 45 more",58 years old,1k-5k Employees (India)
1198,Rebel Foods,3.7,(490 Reviews),Private,"Mumbai,Maharashtra + 48 more",11 years old,5k-10k Employees (India)
1199,Rodic Consultant...,4.3,(489 Reviews),Private,"Delhi/NCR,Delhi + 81 more",23 years old,501-1k Employees (India)
